PID,SalePrice,Neighborhood,Prop_Addr,Latitude,Longitude,Street_name,Neighborhood_st,Street_type,Neg_Loc_Dist,Pos_Loc_Dist,Street_10_Quantiles,Street_20_Quantiles,Street_30_Quantiles,Street_50_Quantiles
914452190,134000,Mitchel,"302 OPAL CIR, AMES, USA",41.99400960000001,-93.6073563,OPAL_CIR,Mitchel_OPAL_CIR,CIR,3.0523447209678807,3.231707880959772,group_5,group_9,group_13,group_22
535425060,186000,NAmes,"1903 MEADOWLANE AVE, AMES, USA",42.041387,-93.6054374,MEADOWLANE_AVE,NAmes_MEADOWLANE_AVE,AVE,0.942844873374174,3.7099623827543695,group_5,group_9,group_14,group_22
532376250,133500,Sawyer,"4015 TORONTO ST, AMES, USA",42.0360605,-93.6731014,TORONTO_ST,Sawyer_TORONTO_ST,ST,4.115421958284499,1.984803289404265,group_2,group_4,group_5,group_9
535379110,148000,OldTown,"1412 KELLOGG AVE, AMES, USA",42.0362061,-93.6136534,KELLOGG_AVE,OldTown_KELLOGG_AVE,AVE,0.3836952836348092,2.9491677732814154,group_4,group_7,group_11,group_18
528118010,325300,NridgHt,"3335 PRESTON CIR, AMES, USA",42.0605784,-93.6580859,PRESTON_CIR,NridgHt_PRESTON_CIR,CIR,4.227681362873315,2.6140907403229097,group_10,group_20,group_30,group_49
528235160,215000,Gilbert,"3908 WELBECK DR, AMES, USA",42.060362,-93.643612,WELBECK_DR,Gilbert_WELBECK_DR,DR,3.095787386852283,2.9716029425210637,group_6,group_12,group_18,group_30
905478030,131000,Edwards,"3218 WEST ST, AMES, USA",42.0247339,-93.6609761,WEST_ST,Edwards_WEST_ST,ST,2.546505706635105,1.412190455575023,group_2,group_3,group_5,group_8
902106130,109500,OldTown,"1010 GRAND AVE, AMES, USA",42.0315967,-93.620085,GRAND_AVE,OldTown_GRAND_AVE,AVE,0.3651912431097929,2.358327580109568,group_2,group_4,group_6,group_9
902102080,110000,OldTown,"1203 BURNETT AVE, AMES, USA",42.0334395,-93.6158934,BURNETT_AVE,OldTown_BURNETT_AVE,AVE,0.0434965167857475,2.726020449135143,group_3,group_5,group_7,group_11
909176170,150000,SWISU,"426 HAYWARD AVE, AMES, USA",42.0181435,-93.6514063,HAYWARD_AVE,SWISU_HAYWARD_AVE,AVE,1.4852732476929829,1.3681966236058551,group_4,group_7,group_11,group_17
533206070,193800,Somerst,"2807 BRISTOL DR, AMES, USA",42.04740470000001,-93.647158,BRISTOL_DR,Somerst_BRISTOL_DR,DR,2.9760223836084823,1.504128906671533,group_7,group_13,group_19,group_32
527302020,178000,NWAmes,"3414 EISENHOWER AVE, AMES, USA",42.0559751,-93.6376533,EISENHOWER_AVE,NWAmes_EISENHOWER_AVE,AVE,2.464867983876474,2.627533292837481,group_6,group_12,group_18,group_29
907414060,179600,CollgCr,"4824 WALLER ST, AMES, USA",42.0135799,-93.6854088,WALLER_ST,CollgCr_WALLER_ST,ST,4.107169205904199,3.7506135025492258,group_7,group_13,group_19,group_31
904301060,179000,Edwards,"3012 OAKLAND ST, AMES, USA",42.0279523,-93.6587049,OAKLAND_ST,Edwards_OAKLAND_ST,ST,2.6297720840899608,1.0290376294011494,group_7,group_14,group_20,group_34
532479020,140000,Sawyer,"1306 SCOTT CIR, AMES, USA",42.0346903,-93.6603237,SCOTT_CIR,Sawyer_SCOTT_CIR,CIR,3.2763055951298106,0.9193442542908214,group_3,group_5,group_8,group_13
528110070,395000,NridgHt,"3207 STOCKBURY ST, AMES, USA",42.0624057,-93.6562829,STOCKBURY_ST,NridgHt_STOCKBURY_ST,ST,4.151858941414391,2.643678825473456,group_10,group_20,group_30,group_49
534429130,151500,NAmes,"808 NARLAND DR, AMES, USA",42.0400002,-93.6219188,NARLAND_DR,NAmes_NARLAND_DR,DR,0.8598365078052391,2.353603975663143,group_5,group_9,group_13,group_21
528365060,341000,NoRidge,"2900 RIDGETOP RD, AMES, USA",42.0497012,-93.6558878,RIDGETOP_RD,NoRidge_RIDGETOP_RD,RD,3.7275466085237383,1.8339013685433267,group_10,group_20,group_30,group_49
533135020,235000,NoRidge,"2614 SOUTHRIDGE CIR, AMES, USA",42.0473148,-93.6501653,SOUTHRIDGE_CIR,NoRidge_SOUTHRIDGE_CIR,CIR,3.185630906854118,1.486307716547325,group_8,group_16,group_24,group_40
910203100,72000,IDOTRR,"301 S RUSSELL AVE, AMES, USA",42.020356,-93.6286474,S_RUSSELL_AVE,IDOTRR_S_RUSSELL_AVE,AVE,1.1424265329931511,0.9312021071218224,group_1,group_2,group_3,group_5
905451390,154000,Edwards,"310 WESTWOOD DR, AMES, USA",42.0249815,-93.6671716,WESTWOOD_DR,Edwards_WESTWOOD_DR,DR,2.9932422842374717,1.7868602428808311,group_4,group_8,group_11,group_19
533213010,222000,Somerst,"2805 BRISTOL DR, AMES, USA",42.04734080000001,-93.6470222,BRISTOL_DR,Somerst_BRISTOL_DR,DR,2.9627490556190867,1.4983963987937208,group_7,group_13,group_19,group_32
528118030,390000,NridgHt,"3317 PRESTON CIR, AMES, USA",42.060601,-93.657373,PRESTON_CIR,NridgHt_PRESTON_CIR,CIR,4.172204248255631,2.662756550247464,group_10,group_20,group_30,group_49
907200340,128200,CollgCr,"5203 SCHUBERT ST, AMES, USA",42.0215207,-93.6880171,SCHUBERT_ST,CollgCr_SCHUBERT_ST,ST,4.456304460930348,3.489461892561177,group_4,group_7,group_11,group_18
528164060,615000,NridgHt,"3320 FOXLEY DR, AMES, USA",42.0582794,-93.6575314,FOXLEY_DR,NridgHt_FOXLEY_DR,DR,4.115367756424592,2.7889774274848453,group_10,group_20,group_30,group_50
907202010,158000,CollgCr,"410 THACKERAY AVE, AMES, USA",42.0194027,-93.6865905,THACKERAY_AVE,CollgCr_THACKERAY_AVE,AVE,4.288240210963005,3.4846687051723664,group_4,group_8,group_12,group_19
528186180,254000,NridgHt,"3623 CHILTON AVE, AMES, USA",42.056956,-93.6514172,CHILTON_AVE,NridgHt_CHILTON_AVE,AVE,3.590099952663983,2.562717871202758,group_8,group_15,group_22,group_36
909250060,169000,SWISU,"2320 KNAPP ST, AMES, USA",42.0188665,-93.6473482,KNAPP_ST,SWISU_KNAPP_ST,ST,1.2556510910632246,1.0976584520216068,group_4,group_8,group_12,group_20
528315060,284500,NoRidge,"3142 BAYBERRY RD, AMES, USA",42.0541845,-93.655769,BAYBERRY_RD,NoRidge_BAYBERRY_RD,RD,3.886467651340674,2.312036870416589,group_10,group_19,group_28,group_47
528231020,184500,Gilbert,"3917 WELBECK DR, AMES, USA",42.0607343,-93.6440475,WELBECK_DR,Gilbert_WELBECK_DR,DR,3.145214575443398,3.00716662788246,group_6,group_12,group_18,group_30
528456230,210400,Somerst,"2841 ASPEN RD, AMES, USA",42.0514954,-93.6477508,ASPEN_RD,Somerst_ASPEN_RD,RD,3.196474116469171,1.9530325714560288,group_9,group_17,group_26,group_43
907180120,214000,CollgCr,"5325 CERVANTES DR, AMES, USA",42.0175616,-93.6909894,CERVANTES_DR,CollgCr_CERVANTES_DR,DR,4.610591238167189,3.901598461343959,group_7,group_14,group_21,group_35
911370410,392500,Crawfor,"433 ASPEN RIDGE RD, AMES, USA",42.009536,-93.616112,ASPEN_RIDGE_RD,Crawfor_ASPEN_RIDGE_RD,RD,1.6395996206066048,1.7021433989230874,group_10,group_19,group_28,group_47
527108090,274725,Gilbert,"4316 HARRISON CIR, AMES, USA",42.0632242,-93.6361291,HARRISON_CIR,Gilbert_HARRISON_CIR,CIR,2.706523183786334,3.4286274399211023,group_9,group_18,group_27,group_45
528222050,156932,Gilbert,"4210 WELBECK DR, AMES, USA",42.06250660000001,-93.6441663,WELBECK_DR,Gilbert_WELBECK_DR,DR,3.237901352696198,3.20105308539059,group_6,group_12,group_18,group_30
528429110,282922,Somerst,"2416 DALTON CIR, AMES, USA",42.0539704,-93.6418268,DALTON_CIR,Somerst_DALTON_CIR,CIR,2.7461149880940154,2.3069781852127424,group_10,group_19,group_29,group_48
902328100,144000,OldTown,"704 BURNETT AVE, AMES, USA",42.0281019,-93.6151712,BURNETT_AVE,OldTown_BURNETT_AVE,AVE,0.6018080153916019,2.325300313342225,group_3,group_5,group_7,group_11
527451410,88000,BrDale,"1314 BARKLEY CT, AMES, USA",42.0515587,-93.6275139,BARKLEY_CT,BrDale_BARKLEY_CT,CT,1.535837815317957,2.6540813071058897,group_1,group_2,group_2,group_4
914476130,148000,Mitchel,"3007 DIAMOND ST, AMES, USA",41.9957922,-93.6013777,DIAMOND_ST,Mitchel_DIAMOND_ST,ST,3.33864170954936,3.4894064515927488,group_5,group_10,group_14,group_23
535453020,159000,NAmes,"1523 GLENDALE AVE, AMES, USA",42.0377486,-93.6061567,GLENDALE_AVE,NAmes_GLENDALE_AVE,AVE,0.9739802208359752,3.5825041747045243,group_4,group_8,group_12,group_20
535379100,120000,OldTown,"1408 KELLOGG AVE, AMES, USA",42.03604869999999,-93.6136873,KELLOGG_AVE,OldTown_KELLOGG_AVE,AVE,0.3680585405766117,2.944953663228775,group_4,group_7,group_11,group_18
905108190,134900,Sawyer,"934 MESA VERDE PL, AMES, USA",42.0309136,-93.6707607,MESA_VERDE_PL,Sawyer_MESA_VERDE_PL,PL,3.6042017400698456,1.8099575247986892,group_4,group_8,group_11,group_19
905201110,185000,Sawyer,"1124 SCHOLL RD, AMES, USA",42.0331459,-93.6651561,SCHOLL_RD,Sawyer_SCHOLL_RD,RD,3.4144663170906,1.3180892301157805,group_4,group_8,group_12,group_19
903227090,132500,BrkSide,"1206 MARSTON AVE, AMES, USA",42.033576,-93.623368,MARSTON_AVE,BrkSide_MARSTON_AVE,AVE,0.5740561599637337,2.1368002590771304,group_2,group_4,group_5,group_9
905107300,160500,Sawyer,"3902 ARKANSAS DR, AMES, USA",42.0313011,-93.6721282,ARKANSAS_DR,Sawyer_ARKANSAS_DR,DR,3.720672068460052,1.913866368734359,group_5,group_10,group_15,group_24
903401070,165000,BrkSide,"611 RIDGEWOOD AVE, AMES, USA",42.0272871,-93.6257184,RIDGEWOOD_AVE,BrkSide_RIDGEWOOD_AVE,AVE,1.0281048816185585,1.706301850882577,group_3,group_5,group_8,group_13
903230100,100000,BrkSide,"1015 CURTISS AVE, AMES, USA",42.0318708,-93.6249268,CURTISS_AVE,BrkSide_CURTISS_AVE,AVE,0.7237726559342851,2.0211180861774385,group_2,group_3,group_5,group_8
527105010,189900,Gilbert,"4025 BERKSHIRE AVE, AMES, USA",42.0612335,-93.6392567,BERKSHIRE_AVE,Gilbert_BERKSHIRE_AVE,AVE,2.812782103853415,3.1419670399497925,group_7,group_13,group_19,group_31
528480020,227875,Somerst,"2616 KINGSTON DR, AMES, USA",42.0520027,-93.6442059,KINGSTON_DR,Somerst_KINGSTON_DR,DR,2.9096670044396555,2.0481380901088104,group_9,group_18,group_26,group_43
527402130,111900,NAmes,"1217 JEFFERSON ST, AMES, USA",42.05553039999999,-93.6271032,JEFFERSON_ST,NAmes_JEFFERSON_ST,ST,1.6319278645889554,3.014906552196699,group_3,group_6,group_9,group_15
909251080,145000,Crawfor,"507 LYNN AVE, AMES, USA",42.0176227,-93.6466608,LYNN_AVE,Crawfor_LYNN_AVE,AVE,1.1248822580522382,0.98341239572895,group_4,group_8,group_12,group_19
908201120,118000,Edwards,"3411 TRIPP ST, AMES, USA",42.0202874,-93.6653077,TRIPP_ST,Edwards_TRIPP_ST,ST,2.626430605496589,2.018886862436452,group_1,group_1,group_2,group_2
533221080,166000,Somerst,"2713 HAMPTON ST, AMES, USA",42.0461974,-93.6460199,HAMPTON_ST,Somerst_HAMPTON_ST,ST,2.8265591813879807,1.3857451765599482,group_6,group_11,group_16,group_27
535178100,148000,NAmes,"2004 BURNETT AVE, AMES, USA",42.0423026,-93.6156461,BURNETT_AVE,NAmes_BURNETT_AVE,AVE,0.9554368499445236,2.924714703695508,group_3,group_5,group_7,group_11
535457050,99000,NAmes,"1302 MAXWELL AVE, AMES, USA",42.0347237,-93.6065432,MAXWELL_AVE,NAmes_MAXWELL_AVE,AVE,0.8282327650795432,3.34885214638626,group_2,group_4,group_5,group_9
923226270,86000,MeadowV,"615 MEADOW PL, AMES, USA",41.9924315,-93.6030033,MEADOW_PL,MeadowV_MEADOW_PL,PL,3.4424859356743487,3.615933621412388,group_1,group_1,group_1,group_2
535105090,165000,NAmes,"2527 KELLOGG AVE, AMES, USA",42.0474443,-93.6161012,KELLOGG_AVE,NAmes_KELLOGG_AVE,AVE,0.6148712968670542,3.119792708082844,group_4,group_7,group_11,group_18
533253070,211500,Greens,"2024 PINEHURST DR, AMES, USA",42.0425381,-93.649091,PINEHURST_DR,Greens_PINEHURST_DR,DR,2.88178617818797,0.9532495296663468,group_6,group_12,group_18,group_30
907280170,210000,CollgCr,"4619 CLEMENS BLVD, AMES, USA",42.0181653,-93.6817957,CLEMENS_BLVD,CollgCr_CLEMENS_BLVD,BLVD,3.8728182882301394,3.212542083940701,group_8,group_15,group_22,group_37
914476450,228500,Mitchel,"703 ONYX ST, AMES, USA",41.996198,-93.6025151,ONYX_ST,Mitchel_ONYX_ST,ST,3.2349720787462948,3.386661551288412,group_8,group_15,group_22,group_37
535327200,132000,NAmes,"1624 DOUGLAS AVE, AMES, USA",42.0392609,-93.6120116,DOUGLAS_AVE,NAmes_DOUGLAS_AVE,AVE,0.7432058198081068,3.1300228627152915,group_3,group_6,group_8,group_13
528441090,468000,Somerst,"2426 YORKSHIRE CIR, AMES, USA",42.05290790000001,-93.64184,YORKSHIRE_CIR,Somerst_YORKSHIRE_CIR,CIR,2.7278632906205256,2.19298427442451,group_10,group_19,group_29,group_48
906426195,240000,ClearCr,"601 CHELSEA CT, AMES, USA",42.0273795,-93.6793984,CHELSEA_CT,ClearCr_CHELSEA_CT,CT,4.010863840500556,2.5967432088058096,group_8,group_16,group_24,group_40
534275170,151500,NAmes,"2009 ROOSEVELT CIR, AMES, USA",42.0425162,-93.623917,ROOSEVELT_CIR,NAmes_ROOSEVELT_CIR,CIR,1.1845763927616086,2.2968780403929583,group_5,group_9,group_13,group_21
923226180,73000,MeadowV,"633 MEADOW PL, AMES, USA",41.9926804,-93.6021997,MEADOW_PL,MeadowV_MEADOW_PL,PL,3.478184883749336,3.64806251339076,group_1,group_1,group_1,group_2
923226320,75500,MeadowV,"605 MEADOW PL, AMES, USA",41.9923091,-93.6033731,MEADOW_PL,MeadowV_MEADOW_PL,PL,3.426986196306109,3.602118047006272,group_1,group_1,group_1,group_2
528118050,500067,NridgHt,"3305 PRESTON CIR, AMES, USA",42.0603523,-93.656625,PRESTON_CIR,NridgHt_PRESTON_CIR,CIR,4.105024838547212,2.729872597905367,group_10,group_20,group_30,group_49
904300150,107500,ClearCr,"3021 OAKLAND ST, AMES, USA",42.0283927,-93.6591355,OAKLAND_ST,ClearCr_OAKLAND_ST,ST,2.689377217446621,1.0260209689509128,group_7,group_14,group_20,group_34
533236050,172500,Somerst,"2510 BRISTOL DR, AMES, USA",42.0469551,-93.6428598,BRISTOL_DR,Somerst_BRISTOL_DR,DR,2.651017293950432,1.5372853333656535,group_7,group_13,group_19,group_32
527354160,185000,NWAmes,"2009 STEVENSON DR, AMES, USA",42.0526856,-93.63605,STEVENSON_DR,NWAmes_STEVENSON_DR,DR,2.251589336131412,2.3490881719243477,group_7,group_14,group_21,group_34
528435040,311872,Somerst,"2604 DALTON ST, AMES, USA",42.0540009,-93.643729,DALTON_ST,Somerst_DALTON_ST,ST,2.901209883065461,2.27370565999457,group_9,group_18,group_26,group_44
534129230,165150,NWAmes,"2705 HOOVER AVE, AMES, USA",42.0481679,-93.6305276,HOOVER_AVE,NWAmes_HOOVER_AVE,AVE,1.7713636460209043,2.20917125847281,group_9,group_18,group_27,group_44
535325350,125000,NAmes,"225 16TH ST, AMES, USA",42.0385094,-93.6137121,16TH_ST,NAmes_16TH_ST,ST,0.6070549417464475,2.9769103816083518,group_2,group_4,group_6,group_9
902408080,159500,OldTown,"508 CARROLL AVE, AMES, USA",42.0263664,-93.6083059,CARROLL_AVE,OldTown_CARROLL_AVE,AVE,1.0328407674822038,2.6636475387186604,group_2,group_3,group_4,group_7
916455050,180500,Timber,"2829 WHITE OAK DR, AMES, USA",41.9965599,-93.6470592,WHITE_OAK_DR,Timber_WHITE_OAK_DR,DR,1.910050384762936,2.1405429347522413,group_7,group_13,group_19,group_32
909276200,160000,Crawfor,"418 PEARSON AVE, AMES, USA",42.0187317,-93.642147,PEARSON_AVE,Crawfor_PEARSON_AVE,AVE,0.9566495770477016,0.7463946684177045,group_6,group_12,group_18,group_30
534277060,109008,NAmes,"2125 FURMAN DR, AMES, USA",42.044356,-93.6215824,FURMAN_DR,NAmes_FURMAN_DR,DR,1.17095636667436,2.5592511373214726,group_3,group_6,group_9,group_14
905107280,153000,Sawyer,"3914 ARKANSAS DR, AMES, USA",42.031094,-93.672564,ARKANSAS_DR,Sawyer_ARKANSAS_DR,DR,3.736354377361736,1.9530699149666373,group_5,group_10,group_15,group_24
923204050,132250,Mitchel,"3309 SOUTHDALE DR, AMES, USA",41.9927622,-93.605833,SOUTHDALE_DR,Mitchel_SOUTHDALE_DR,DR,3.237922405437237,3.418469798892329,group_2,group_4,group_6,group_10
531376050,184900,SawyerW,"1508 CALIFORNIA AVE, AMES, USA",42.037174,-93.6910534,CALIFORNIA_AVE,SawyerW_CALIFORNIA_AVE,AVE,5.382457209504319,3.472064045252922,group_7,group_13,group_19,group_31
903454010,127000,IDOTRR,"1218 N 3RD ST, AMES, USA",42.02501609999999,-93.6277598,N_3RD_ST,IDOTRR_N_3RD_ST,ST,1.3241651084543482,1.4037176894667769,group_1,group_2,group_3,group_5
906412010,475000,CollgCr,"532 WESTFIELD RD, AMES, USA",42.0278411,-93.6873038,WESTFIELD_RD,CollgCr_WESTFIELD_RD,RD,4.62643848041523,3.217165568948342,group_10,group_20,group_30,group_50
535301060,142000,NAmes,"1907 CLARK AVE, AMES, USA",42.041409,-93.6174788,CLARK_AVE,NAmes_CLARK_AVE,AVE,0.8910814405294978,2.7500789290488883,group_3,group_5,group_7,group_12
534453080,112000,BrkSide,"1430 RIDGEWOOD AVE, AMES, USA",42.0366226,-93.6286976,RIDGEWOOD_AVE,BrkSide_RIDGEWOOD_AVE,AVE,1.0741900904944957,1.7216782321519148,group_3,group_5,group_8,group_13
911102180,80900,IDOTRR,"202 S WALNUT AVE, AMES, USA",42.021469,-93.6166156,S_WALNUT_AVE,IDOTRR_S_WALNUT_AVE,AVE,1.330547227671139,1.7974943564381551,group_1,group_1,group_1,group_1
