SalePrice,MSZoning,LotFrontage,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,Heating,HeatingQC,CentralAir,Electrical,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,Fence,MoSold,YrSold,SaleType,SaleCondition,Remodeled,TotalBath,MSSubClass_cat,Street_type,LotArea_binned,MasVnrArea_binned,BsmtFinSF1_binned,BsmtFinSF2_binned,BsmtUnfSF_binned,TotalOutdoorSF_binned,Age_binned,RemodAge_binned,TotalSF_binned
98000,5.0,21.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,11.0,2.0,2.0,3.0,5.0,6,9,1.0,0.0,5.0,5.0,2.0,3,1.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,2,6,6.0,0,6.0,0,0.0,0,2.0,0,3,2008,9.0,4.0,1,2.5,2.0,8.0,0,0,2,0,2,2,6,0,1
265979,5.0,65.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,18.0,2.0,2.0,0.0,5.0,7,7,4.0,0.0,11.0,12.0,2.0,2,4.0,3,2,1,2.0,2,0.0,3.0,0.0,0.0,1,4,1,3,8,6.0,1,5.0,1,4.0,3,0.0,0,5,2009,9.0,4.0,1,1.5,11.0,0.0,14,0,0,0,10,3,12,0,15
105500,5.0,21.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,5,5,1.0,0.0,6.0,6.0,1.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,3,1,2,6,6.0,0,5.0,1,1.0,3,2.0,0,3,2010,9.0,4.0,0,1.5,2.0,3.0,0,4,2,0,2,0,6,2,1
168165,4.0,58.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,6.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,6,6.0,0,3.0,3,2.0,3,2.0,0,5,2007,6.0,5.0,1,2.0,10.0,0.0,16,0,0,0,6,1,0,0,4
201000,4.0,73.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,24.0,2.0,2.0,0.0,2.0,8,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,7,6.0,0,1.0,3,3.0,3,2.0,0,7,2009,9.0,4.0,0,2.0,5.0,6.0,8,0,0,0,10,1,0,0,11
177500,1.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,3.0,5.0,6,5,1.0,0.0,8.0,8.0,1.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,5,6.0,0,5.0,1,2.0,3,2.0,0,6,2010,9.0,4.0,0,2.5,2.0,10.0,0,2,2,0,4,0,3,1,7
199650,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,15.0,4.0,2.0,0.0,5.0,7,6,1.0,0.0,6.0,6.0,3.0,2,1.0,4,3,2,1.0,4,1.0,3.0,1.0,0.0,1,3,1,2,7,6.0,2,1.0,2,2.0,3,2.0,0,11,2009,9.0,4.0,0,3.5,10.0,10.0,12,3,6,0,2,3,6,2,13
450000,4.0,105.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,10,5,3.0,0.0,12.0,13.0,1.0,2,2.0,5,3,3,1.0,4,1.0,3.0,1.0,0.0,1,2,1,4,7,6.0,2,1.0,3,3.0,3,2.0,0,8,2007,9.0,4.0,1,3.5,5.0,4.0,17,4,7,0,6,3,0,0,15
91300,5.0,50.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,0.0,2.0,0.0,2.0,5,8,1.0,0.0,8.0,8.0,2.0,2,0.0,2,3,1,1.0,3,1.0,0.0,0.0,0.0,0,2,1,2,4,6.0,0,1.0,1,1.0,3,2.0,0,12,2009,9.0,4.0,1,1.0,6.0,0.0,2,0,0,0,2,2,11,1,0
173500,4.0,64.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,7,6,1.0,0.0,12.0,13.0,1.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,6,6.0,0,1.0,2,2.0,3,2.0,0,8,2007,6.0,5.0,0,2.0,5.0,4.0,5,0,0,0,10,0,0,0,8
199500,4.0,100.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,2.0,6,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,6,6.0,0,1.0,3,2.0,3,2.0,0,1,2010,9.0,4.0,0,2.0,5.0,0.0,18,0,0,0,10,1,1,0,9
207000,4.0,64.0,1.0,2.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,6,7,2.0,0.0,13.0,14.0,2.0,2,0.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,1,4,1,3,8,6.0,1,5.0,1,2.0,3,0.0,0,6,2008,9.0,4.0,1,1.5,9.0,0.0,16,0,0,0,8,2,11,0,10
155000,4.0,70.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,6,1.0,0.0,3.0,14.0,2.0,2,1.0,3,3,1,1.0,2,1.0,0.0,0.0,0.0,1,3,1,2,6,6.0,1,5.0,1,1.0,3,2.0,0,6,2008,9.0,4.0,0,1.5,5.0,0.0,5,0,2,1,4,0,8,2,8
220000,4.0,88.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,24.0,2.0,2.0,0.0,2.0,7,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,0,3,1,3,6,6.0,1,1.0,3,3.0,3,2.0,0,5,2010,9.0,4.0,0,3.0,5.0,6.0,14,0,1,0,10,1,0,0,10
196000,4.0,68.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,7,6.0,0,1.0,2,2.0,3,2.0,0,6,2006,9.0,4.0,0,2.5,10.0,4.0,9,0,3,0,4,2,2,0,9
61500,5.0,52.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,2.0,3,5,1.0,0.0,0.0,0.0,2.0,2,0.0,2,3,1,1.0,2,1.0,3.0,1.0,0.0,0,1,1,2,3,6.0,0,5.0,1,1.0,2,0.0,0,6,2006,9.0,4.0,1,2.0,6.0,10.0,5,0,3,0,1,1,11,2,0
195000,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,5.0,6,6,1.0,0.0,9.0,9.0,1.0,2,1.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,4,1,3,8,6.0,1,1.0,3,2.0,3,2.0,0,6,2007,9.0,4.0,0,2.5,10.0,3.0,15,3,1,0,7,2,5,1,11
129250,4.0,65.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,6,3.0,0.0,6.0,6.0,1.0,2,1.0,3,3,1,1.0,2,1.0,3.0,1.0,0.0,0,3,1,2,5,6.0,0,5.0,1,1.0,3,2.0,0,11,2007,9.0,4.0,0,2.0,5.0,10.0,4,0,5,0,3,0,7,2,3
291000,4.0,0.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,16.0,2.0,2.0,0.0,5.0,9,5,3.0,0.0,12.0,13.0,1.0,2,2.0,5,3,2,1.0,4,1.0,3.0,0.0,0.0,1,4,1,4,8,6.0,1,3.0,2,3.0,3,2.0,0,6,2008,9.0,4.0,0,2.5,10.0,9.0,13,3,0,0,10,3,2,0,14
134000,4.0,71.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,6,5,1.0,0.0,12.0,13.0,2.0,3,2.0,3,3,1,1.0,2,1.0,3.0,0.0,0.0,1,3,1,2,5,6.0,0,1.0,1,2.0,3,2.0,0,6,2007,9.0,4.0,0,1.5,5.0,2.0,9,0,2,0,8,3,4,1,5
179500,4.0,76.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,13.0,2.0,2.0,0.0,2.0,7,7,1.0,4.0,6.0,6.0,1.0,2,1.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,2,6,6.0,1,1.0,2,2.0,3,2.0,3,4,2008,9.0,4.0,1,1.5,5.0,0.0,14,1,4,0,7,3,8,0,9
133500,4.0,0.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,20.0,5.0,2.0,0.0,2.0,5,6,1.0,0.0,6.0,6.0,2.0,2,2.0,3,3,1,1.0,3,1.0,3.0,1.0,0.0,0,2,1,2,5,6.0,0,5.0,1,2.0,3,2.0,0,10,2006,9.0,4.0,0,2.0,5.0,10.0,7,0,1,0,7,3,7,2,2
148000,4.0,60.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,5.0,5,9,1.0,0.0,13.0,6.0,2.0,3,1.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,6,6.0,0,6.0,0,0.0,0,0.0,0,7,2007,9.0,4.0,1,1.5,11.0,0.0,12,0,0,0,7,1,12,0,6
325300,4.0,101.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,5.0,8,5,1.0,0.0,12.0,13.0,1.0,2,2.0,5,3,4,1.0,4,1.0,3.0,0.0,0.0,1,4,1,3,9,6.0,1,3.0,2,3.0,3,2.0,0,11,2006,6.0,5.0,1,3.5,10.0,2.0,17,4,0,0,9,3,0,0,14
215000,4.0,59.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,7,5,1.0,0.0,12.0,13.0,2.0,2,2.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,1,4,1,3,8,6.0,1,3.0,3,2.0,3,2.0,0,7,2007,9.0,4.0,1,2.5,10.0,4.0,14,0,0,0,8,1,1,0,10
131000,4.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,5,4,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,1,3,1,2,8,3.0,1,1.0,1,1.0,3,2.0,0,1,2009,9.0,4.0,1,1.5,9.0,10.0,14,0,2,0,5,1,10,0,8
109500,5.0,56.0,1.0,0.0,3.0,3.0,0.0,4.0,0.0,18.0,0.0,2.0,0.0,2.0,5,7,1.0,0.0,13.0,14.0,2.0,2,2.0,3,3,1,1.0,2,1.0,3.0,1.0,0.0,0,2,1,2,5,6.0,1,6.0,0,0.0,0,1.0,3,5,2010,9.0,4.0,1,2.0,6.0,0.0,1,0,4,0,4,2,12,2,3
110000,5.0,60.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,18.0,2.0,2.0,0.0,5.0,5,6,1.0,0.0,13.0,14.0,2.0,2,2.0,3,3,1,1.0,3,1.0,3.0,0.0,0.0,1,2,1,2,5,6.0,0,5.0,1,2.0,3,2.0,3,5,2009,9.0,4.0,1,1.5,9.0,0.0,12,0,0,0,5,2,12,1,1
148488,4.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,2.0,5.0,5,6,3.0,0.0,13.0,9.0,2.0,2,2.0,3,3,2,3.0,1,0.0,0.0,2.0,0.0,0,6,2,2,12,3.0,0,6.0,0,0.0,0,2.0,0,1,2007,9.0,1.0,1,4.0,15.0,0.0,13,0,2,0,9,3,11,2,15
193800,1.0,32.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,8,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,1.0,0.0,0,2,1,3,5,6.0,0,1.0,3,2.0,3,2.0,0,2,2007,6.0,5.0,1,3.0,0.0,4.0,1,0,1,0,10,1,0,0,12
178000,4.0,78.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,7.0,6,7,3.0,0.0,12.0,13.0,1.0,2,1.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,2,7,6.0,1,3.0,3,2.0,3,2.0,0,1,2007,9.0,0.0,1,3.5,13.0,0.0,15,0,0,0,6,3,4,0,8
179600,4.0,63.0,1.0,1.0,3.0,3.0,0.0,2.0,0.0,5.0,2.0,2.0,0.0,2.0,7,5,1.0,0.0,12.0,13.0,1.0,2,2.0,4,3,4,1.0,4,1.0,3.0,0.0,0.0,0,3,1,3,7,6.0,0,1.0,2,2.0,3,2.0,0,11,2007,9.0,4.0,0,2.0,5.0,10.0,7,1,0,0,10,2,1,0,11
179000,4.0,60.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,2.0,2.0,5,5,1.0,0.0,9.0,9.0,2.0,2,1.0,4,4,3,1.0,2,1.0,3.0,3.0,0.0,0,3,1,2,5,6.0,0,6.0,0,0.0,0,2.0,0,3,2009,9.0,2.0,1,6.0,15.0,10.0,12,0,7,0,0,1,4,1,7
140000,4.0,70.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,0.0,5,4,1.0,0.0,6.0,6.0,2.0,3,1.0,4,3,1,1.0,2,1.0,3.0,0.0,0.0,0,4,1,2,5,6.0,1,5.0,1,2.0,3,2.0,4,7,2008,9.0,4.0,0,2.0,9.0,2.0,12,0,1,1,0,1,6,2,9
395000,4.0,110.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,2.0,8,5,3.0,0.0,12.0,13.0,1.0,2,2.0,4,3,4,1.0,3,1.0,3.0,0.0,0.0,0,3,1,3,9,6.0,1,1.0,3,3.0,3,2.0,0,7,2007,6.0,5.0,0,2.0,5.0,10.0,17,4,0,0,10,3,0,0,15
151500,4.0,80.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,13.0,2.0,2.0,0.0,2.0,5,7,3.0,0.0,13.0,14.0,1.0,2,1.0,3,3,1,1.0,4,1.0,3.0,1.0,0.0,0,3,1,2,6,6.0,0,1.0,1,1.0,3,2.0,3,5,2006,9.0,4.0,0,2.0,5.0,4.0,12,1,4,0,6,0,8,2,8
341000,4.0,96.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,7,5,3.0,0.0,13.0,7.0,1.0,2,2.0,4,3,3,1.0,4,1.0,3.0,1.0,0.0,1,3,1,3,9,6.0,1,1.0,2,3.0,3,2.0,0,8,2008,9.0,4.0,1,3.5,10.0,9.0,12,4,7,0,1,3,4,1,14
235000,4.0,0.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,7,8,1.0,0.0,12.0,13.0,1.0,3,2.0,4,3,1,1.0,4,1.0,3.0,0.0,1.0,1,3,1,3,7,6.0,1,1.0,1,2.0,3,2.0,4,7,2009,9.0,4.0,1,3.0,10.0,2.0,14,2,4,0,2,3,4,0,10
72000,5.0,61.0,1.0,1.0,3.0,2.0,0.0,4.0,0.0,10.0,2.0,2.0,0.0,2.0,4,4,1.0,0.0,13.0,14.0,2.0,2,0.0,2,3,1,1.0,2,0.0,0.0,0.0,0.0,0,2,1,2,4,2.0,0,6.0,0,0.0,0,0.0,2,6,2006,9.0,4.0,1,1.0,6.0,0.0,7,0,0,0,5,1,11,2,0
154000,4.0,70.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,6,6,1.0,0.0,13.0,14.0,2.0,2,1.0,3,3,1,1.0,4,1.0,3.0,0.0,0.0,1,3,1,3,6,6.0,0,1.0,1,1.0,3,2.0,0,5,2007,9.0,4.0,0,1.5,9.0,4.0,12,0,3,0,5,3,9,2,9
222000,1.0,0.0,1.0,2.0,0.0,3.0,0.0,4.0,0.0,22.0,2.0,2.0,4.0,2.0,6,5,1.0,0.0,12.0,13.0,3.0,2,2.0,4,3,1,1.0,4,1.0,3.0,0.0,0.0,1,2,1,3,6,6.0,1,1.0,3,2.0,3,2.0,0,1,2009,6.0,5.0,0,2.5,0.0,4.0,1,3,0,0,10,2,0,0,14
390000,4.0,108.0,1.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,5.0,9,5,3.0,0.0,12.0,13.0,1.0,2,2.0,5,3,3,1.0,4,1.0,3.0,1.0,0.0,1,4,1,4,9,6.0,1,3.0,3,3.0,3,2.0,0,10,2008,9.0,0.0,0,3.5,10.0,2.0,16,3,7,0,5,3,0,0,15
128200,4.0,75.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,5,6,1.0,0.0,6.0,6.0,2.0,2,1.0,3,4,4,1.0,2,1.0,3.0,1.0,0.0,0,3,1,2,5,6.0,0,1.0,1,1.0,3,2.0,3,2,2010,9.0,4.0,0,2.0,5.0,10.0,12,0,1,1,0,3,6,1,2
615000,4.0,106.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,17.0,2.0,2.0,0.0,2.0,10,5,3.0,0.0,8.0,8.0,3.0,2,2.0,5,3,3,1.0,4,1.0,3.0,2.0,0.0,1,1,1,4,7,6.0,2,1.0,3,3.0,3,2.0,0,2,2008,9.0,4.0,0,3.5,5.0,4.0,15,4,7,0,3,3,1,0,15
