PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Prop_Addr,latitude,longitude
903235020,616,89000,30,RM,50.0,6000,Pave,3,Lvl,3,Inside,2,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,CBlock,3,3,1,2,616.0,1,0.0,0.0,616.0,GasA,3,Y,4,616,0,0,0.0,0.0,1,0,2,1,2,4,7,0,0,Detchd,1921.0,1,1.0,205.0,3,3,2,0,0,129,0,0,0,0,0,6,2006,WD ,Normal,"1018 10TH ST, Ames, USA",42.03118540718059,-93.62385053019987
527425110,864,130000,20,RL,60.0,9000,Pave,3,Lvl,3,FR2,2,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,3,1,5,240.0,1,0.0,624.0,864.0,GasA,3,Y,4,864,0,0,0.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1986.0,1,2.0,576.0,3,3,2,200,0,0,0,0,0,2,0,7,2009,WD ,Normal,"804 TOP O HOLLOW RD, Ames, USA",42.0566141520629,-93.6222984445571
902327070,2007,160000,70,RM,70.0,8400,Pave,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0.0,2,2,BrkTil,2,4,2,1,0.0,1,0.0,917.0,917.0,GasA,3,Y,3,1090,917,0,0.0,0.0,2,0,3,1,4,8,7,0,0,Detchd,1930.0,1,1.0,357.0,3,3,2,0,235,0,0,0,0,0,0,6,2009,WD ,Normal,"803 DUFF AVE, Ames, USA",42.02912002366332,-93.61062325031136
903425270,1316,90000,50,RL,60.0,8550,Pave,3,Lvl,3,Inside,2,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,5,1926,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,2,3,1,1,0.0,1,0.0,750.0,750.0,GasA,2,Y,4,960,356,0,0.0,0.0,1,0,4,1,2,7,7,0,0,Detchd,1965.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,10,2007,ConLw,Family,"616 RIDGEWOOD AVE, Ames, USA",42.02743925,-93.62515039490025
534127230,1740,150000,20,RL,85.0,11050,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,301.0,1,0.0,1439.0,1740.0,GasA,1,Y,4,1740,0,0,0.0,0.0,1,1,4,1,2,8,7,1,3,Attchd,1968.0,2,2.0,512.0,3,3,2,25,0,0,0,192,0,2,0,10,2008,WD ,Family,"2729 CLEVELAND DR, Ames, USA",42.04894545931406,-93.63454246820592
914478100,1026,143000,85,RL,82.0,8410,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1974,1974,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,3,5,924.0,1,0.0,46.0,970.0,GasA,2,Y,4,1026,0,0,1.0,0.0,1,0,2,1,2,5,7,1,1,Attchd,1974.0,1,2.0,528.0,3,3,2,193,0,0,0,0,0,0,0,4,2007,WD ,Normal,"700 DIAMOND CT, Ames, USA",41.994432,-93.601624
535301150,1050,156000,20,RL,70.0,8092,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1954,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,2,3,CBlock,3,3,1,5,824.0,1,0.0,226.0,1050.0,GasA,4,Y,4,1050,0,0,1.0,0.0,1,0,3,1,3,6,7,0,0,Attchd,1954.0,2,1.0,286.0,3,3,2,0,0,0,0,0,0,0,0,6,2006,WD ,Abnorml,"1904 WILSON AVE, Ames, USA",42.0382469,-93.6185178
903225150,765,87000,30,RM,50.0,5000,Pave,3,Lvl,3,Inside,2,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,3,188.0,1,0.0,577.0,765.0,GasA,2,N,2,765,0,0,1.0,0.0,1,0,2,1,3,4,7,0,0,Detchd,1926.0,1,1.0,200.0,2,3,1,135,0,41,0,0,0,3,0,4,2010,WD ,Normal,"1226 NORTHWESTERN AVE, Ames, USA",42.03367965306122,-93.62555793877551
527402220,1002,148500,20,RL,68.0,8750,Pave,2,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,2,2,CBlock,3,3,1,4,828.0,1,0.0,174.0,1002.0,GasA,2,Y,4,1002,0,0,1.0,0.0,1,0,3,1,2,5,7,0,0,Detchd,1973.0,1,2.0,902.0,3,3,2,0,0,0,0,0,0,3,0,8,2009,WD ,Normal,"3316 GARNER AVE, Ames, USA",42.05470832653061,-93.62648085714288
904351240,1112,63000,50,RL,60.0,9780,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,2,N,3,687,425,0,1.0,0.0,2,0,4,1,2,6,7,0,0,Detchd,1934.0,1,1.0,226.0,1,1,0,0,0,0,0,0,0,0,0,3,2009,WD ,Normal,"122 HOWARD AVE, Ames, USA",42.02304640816327,-93.65834769387754
535452090,1041,128000,20,RL,71.0,7350,Pave,3,Lvl,3,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,1041.0,1041.0,GasA,3,Y,4,1041,0,0,0.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1958.0,2,1.0,294.0,3,3,2,0,0,0,0,0,0,2,0,3,2009,WD ,Normal,"1425 MAXWELL AVE, Ames, USA",42.03611175102567,-93.60694141044608
528108020,2042,253293,20,RL,98.0,12704,Pave,3,Lvl,3,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,4,2,PConc,5,3,1,1,0.0,1,0.0,2042.0,2042.0,GasA,4,Y,4,2042,0,0,0.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2009.0,2,3.0,1390.0,3,3,2,0,90,0,0,0,0,0,0,8,2009,New,Partial,"3122 SEDWICK ST, Ames, USA",42.06298560675671,-93.6541551783833
528427070,1933,214000,60,RL,86.0,14598,Pave,2,Lvl,3,CulDSac,2,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,3,2,PConc,4,3,2,1,0.0,1,0.0,894.0,894.0,GasA,4,Y,4,894,1039,0,0.0,0.0,2,1,4,1,3,9,7,1,4,BuiltIn,2007.0,3,3.0,668.0,3,3,2,100,18,0,0,0,0,0,0,1,2008,WD ,Normal,"3317 CULLEN DR, Ames, USA",42.05534983838808,-93.6441992173775
902125020,1750,124000,70,RM,50.0,9000,Pave,3,Lvl,3,Corner,2,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,2,2,1,1,0.0,1,0.0,636.0,636.0,GasA,2,Y,3,1089,661,0,0.0,0.0,1,0,3,1,4,8,7,0,0,Detchd,1937.0,1,1.0,240.0,2,1,0,0,0,293,0,0,0,3,0,6,2006,WD ,Abnorml,"1229 KELLOGG AVE, Ames, USA",42.033675714285714,-93.61405285714284
910201050,1601,129850,50,RM,50.0,7288,Pave,3,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1925,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,BrkTil,3,1,1,1,0.0,1,0.0,936.0,936.0,GasA,4,Y,4,936,665,0,0.0,0.0,2,0,3,1,2,6,7,0,0,NA,-1.0,0,0.0,0.0,0,0,0,0,0,0,176,0,0,0,0,9,2007,WD ,Normal,"1212 LINCOLN WAY, Ames, USA",42.022788142857145,-93.6271091632653
527425090,864,115000,20,RL,70.0,10500,Pave,3,Lvl,3,FR2,2,NAmes,Norm,Norm,1Fam,1Story,4,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,432.0,1,0.0,432.0,864.0,GasA,2,Y,4,864,0,0,0.0,0.0,1,0,3,1,2,5,7,1,1,NA,-1.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,4,2010,ConLI,Normal,"808 TOP O HOLLOW RD, Ames, USA",42.05661342218788,-93.62231982989508
909277100,964,163500,30,RL,80.0,13360,Pave,2,HLS,3,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,BrkTil,4,3,1,5,713.0,1,0.0,163.0,876.0,GasA,4,Y,4,964,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1921.0,1,2.0,432.0,3,3,2,0,0,44,0,0,0,0,0,8,2009,WD ,Normal,"2011 KILDEE ST, Ames, USA",42.01764715939968,-93.63973588049144
531452070,1332,145000,120,RL,50.0,7175,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1990,1991,Gable,CompShg,Plywood,ImStucc,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1332.0,1332.0,GasA,3,Y,4,1332,0,0,0.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,1990.0,2,2.0,542.0,3,3,2,0,60,0,0,0,0,0,0,2,2009,WD ,Normal,"1408 INDIANA AVE, Ames, USA",42.03552981169623,-93.68623304546638
528387050,2127,271000,60,RL,81.0,10944,Pave,2,Lvl,3,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,7,5,1994,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,448.0,3,2,PConc,4,3,1,6,1000.0,1,0.0,223.0,1223.0,GasA,4,Y,4,1223,904,0,1.0,0.0,2,1,3,1,3,5,7,2,3,Attchd,1994.0,2,2.0,525.0,3,3,2,171,132,0,0,0,0,0,0,8,2008,WD ,Normal,"3015 VALLEY VIEW RD, Ames, USA",42.05055927360286,-93.65166036668946
905480240,1111,95000,50,RL,60.0,9084,Pave,3,Lvl,3,Inside,2,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,2,2,2,236.0,3,380.0,0.0,616.0,GasA,2,N,4,616,495,0,0.0,1.0,1,0,3,1,2,5,7,0,0,Detchd,1941.0,1,1.0,200.0,3,2,2,48,0,0,0,0,0,0,0,3,2008,ConLw,Normal,"3121 LINCOLN WAY, Ames, USA",42.02284059853292,-93.66017316218904
535476350,1395,192000,20,RL,80.0,9760,Pave,3,Lvl,3,Inside,1,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218.0,2,2,CBlock,3,3,4,4,717.0,2,263.0,415.0,1395.0,GasA,2,Y,4,1395,0,0,1.0,0.0,1,0,2,1,2,7,6,1,3,Attchd,1963.0,2,2.0,440.0,3,3,2,657,0,113,0,240,0,0,0,5,2010,WD ,Normal,"1522 LINDEN DR, Ames, USA",42.036844606060605,-93.6048054141414
527258010,1856,394432,20,RL,88.0,11394,Pave,3,Lvl,3,Corner,2,StoneBr,Norm,Norm,1Fam,1Story,9,2,2010,2010,Hip,CompShg,VinylSd,VinylSd,Stone,350.0,3,2,PConc,5,3,3,6,1445.0,1,0.0,411.0,1856.0,GasA,4,Y,4,1856,0,0,1.0,0.0,1,1,1,1,4,8,7,1,5,Attchd,2010.0,3,3.0,834.0,3,3,2,113,0,0,0,0,0,0,0,6,2010,New,Partial,"1316 KINYON CIR, Ames, USA",42.05884043624161,-93.6291108657718
906394060,1596,181000,60,RL,78.0,9316,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,532.0,3,2,PConc,4,3,3,1,0.0,1,0.0,784.0,784.0,GasA,4,Y,4,784,812,0,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2005.0,2,2.0,610.0,3,3,2,144,45,0,0,0,0,0,0,6,2006,WD ,Normal,"112 HARTFORD DR, Ames, USA",42.02316163982928,-93.688895
909282030,3447,381000,50,RL,68.0,14100,Pave,2,Lvl,3,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,2,3,CBlock,3,3,2,3,192.0,1,0.0,536.0,728.0,GasA,4,Y,4,1968,1479,0,0.0,0.0,3,1,4,1,3,11,7,2,4,BuiltIn,1982.0,1,3.0,1014.0,3,3,2,314,12,0,0,0,0,2,0,5,2008,WD ,Normal,"2116 COUNTRY CLUB BLVD, Ames, USA",42.015873,-93.642674
905225040,1601,140000,80,RL,85.0,13825,Pave,3,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,1,0.0,1,0.0,533.0,533.0,GasA,2,Y,4,1021,580,0,0.0,1.0,1,0,3,1,2,6,5,0,0,BuiltIn,1958.0,2,1.0,300.0,3,3,2,280,34,0,0,0,0,0,0,12,2008,WD ,Normal,"1239 WISCONSIN AVE, Ames, USA",42.03378981113612,-93.66217073409716
908275130,1200,130500,50,RL,70.0,11767,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,4,352.0,1,0.0,416.0,768.0,GasA,4,Y,4,768,432,0,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1946.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,5,2008,WD ,Normal,"234 S FRANKLIN AVE, Ames, USA",42.0197906,-93.664509
527226040,1424,155000,190,RL,195.0,41600,Pave,2,Lvl,3,FR2,2,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1969,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,4,5,1047.0,1,0.0,53.0,1100.0,GasW,2,Y,4,1424,0,0,1.0,0.0,1,1,3,1,2,7,4,0,0,2Types,1969.0,1,3.0,828.0,3,3,0,144,0,0,0,0,0,0,0,11,2007,WD ,Normal,"4014 DAWES DR, Ames, USA",42.06022015058052,-93.62295726356056
903458110,1406,89500,50,RM,68.0,7920,Pave,2,Lvl,3,Inside,2,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,1,CBlock,3,3,1,1,0.0,1,0.0,319.0,319.0,GasA,2,Y,3,1035,371,0,0.0,0.0,1,0,3,1,1,6,7,0,0,NA,-1.0,0,0.0,0.0,0,0,0,0,144,0,0,0,0,3,0,3,2008,WD ,Normal,"1107 LINCOLN WAY, Ames, USA",42.02295687755102,-93.62546034693877
535425080,2448,277500,60,RL,68.0,18275,Pave,2,HLS,3,Inside,2,NAmes,Norm,Norm,1Fam,2Story,7,8,1962,1998,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,4,5,636.0,1,0.0,802.0,1438.0,GasA,2,Y,4,1900,548,0,1.0,0.0,3,0,3,1,2,9,7,2,4,Attchd,1962.0,2,2.0,441.0,3,3,2,520,102,0,0,0,0,0,0,9,2006,WD ,Normal,"415 PAULSON DR, Ames, USA",42.04078546204856,-93.60656958697224
907201220,907,140000,20,RL,68.0,16269,Pave,2,Lvl,3,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,2,2,BrkTil,4,3,3,6,625.0,1,0.0,282.0,907.0,GasA,2,Y,4,907,0,0,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1978.0,1,1.0,343.0,3,3,2,72,0,0,0,0,0,3,0,7,2009,WD ,Normal,"5140 EMERSON DR, Ames, USA",42.020059778607575,-93.68718591763704
903426160,1984,160000,60,RM,57.0,8094,Pave,3,Lvl,3,Inside,2,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,2,3,196.0,1,0.0,1046.0,1242.0,GasA,3,Y,4,1242,742,0,0.0,0.0,2,0,5,1,2,8,7,0,0,Detchd,-1.0,0,1.0,360.0,0,0,2,64,0,180,0,0,0,3,1000,9,2008,WD ,Normal,"817 HODGE AVE, Ames, USA",42.02911295918368,-93.62171457142856
905478140,1342,125000,20,RL,58.0,9280,Pave,3,Lvl,3,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,2,3,1,5,557.0,1,0.0,785.0,1342.0,GasA,4,Y,4,1342,0,0,1.0,0.0,1,0,4,1,2,7,7,0,0,Detchd,1951.0,1,1.0,256.0,3,3,2,0,0,0,0,0,0,0,0,4,2007,WD ,Normal,"209 HOWARD AVE, Ames, USA",42.023976828047495,-93.65858202077328
906475070,2126,185000,60,RL,68.0,28698,Pave,1,Low,3,CulDSac,0,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,2,2,PConc,3,4,4,2,249.0,5,764.0,0.0,1013.0,GasA,2,Y,4,1160,966,0,0.0,1.0,2,1,3,1,2,7,5,0,0,Attchd,1967.0,3,2.0,538.0,3,3,2,486,0,0,0,225,0,0,0,6,2009,WD ,Abnorml,"234 PARKRIDGE CIR, Ames, USA",42.02469308728671,-93.6820369359333
907414070,1190,173500,20,RL,65.0,8769,Pave,3,Lvl,3,FR2,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,709.0,1,0.0,460.0,1169.0,GasA,4,Y,4,1190,0,0,1.0,0.0,2,0,2,1,3,5,7,0,0,Attchd,2005.0,2,2.0,578.0,3,3,2,100,41,0,0,0,0,0,0,10,2007,WD ,Normal,"4818 WALLER ST, Ames, USA",42.01353445454545,-93.68471572727272
914476050,1004,135000,90,RL,78.0,10530,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,2,2,CBlock,4,3,4,6,975.0,1,0.0,0.0,975.0,GasA,2,Y,4,1004,0,0,1.0,0.0,1,0,2,1,2,4,7,0,0,Attchd,1977.0,1,2.0,504.0,3,3,2,0,0,0,0,0,0,0,0,5,2006,WD ,Normal,"702 CRYSTAL ST, Ames, USA",41.996899895960425,-93.60299219600132
923251180,1224,131000,20,RL,160.0,20000,Pave,3,Lvl,3,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,5,7,1960,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,5,1224.0,1,0.0,0.0,1224.0,GasA,4,Y,4,1224,0,0,1.0,0.0,1,0,4,1,2,7,7,1,3,Detchd,1960.0,1,2.0,576.0,3,3,2,474,0,0,0,0,0,0,0,9,2006,WD ,Abnorml,"413 TEAGARDEN DR, Ames, USA",41.98769334343434,-93.606366989899
528235090,2267,200000,60,RL,68.0,8068,Pave,2,Lvl,3,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1010.0,1010.0,GasA,4,Y,4,1010,1257,0,0.0,0.0,2,1,4,1,3,8,7,1,3,BuiltIn,2002.0,2,2.0,390.0,3,3,2,120,46,0,0,0,0,0,0,12,2009,ConLI,Normal,"3827 BRICKMAN AVE, Ames, USA",42.05945425901293,-93.64319327177768
527355150,2524,278000,20,RL,80.0,9600,Pave,3,Lvl,3,Inside,2,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,None,0.0,3,2,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,GasA,2,Y,4,2524,0,0,1.0,0.0,2,1,4,1,3,9,7,1,4,Attchd,1981.0,3,2.0,542.0,3,3,2,474,120,0,0,0,0,3,0,7,2009,WD ,Normal,"1910 STEVENSON DR, Ames, USA",42.05291513617854,-93.63375536933796
527454130,1456,137900,160,RL,24.0,2349,Pave,3,Lvl,3,Inside,2,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,2,2,CBlock,4,3,1,5,389.0,1,0.0,466.0,855.0,GasA,2,Y,4,855,601,0,0.0,0.0,2,1,3,1,2,6,7,1,3,Attchd,1977.0,1,2.0,440.0,3,3,2,0,28,0,0,0,0,0,0,5,2009,WD ,Normal,"1119 JOHNSON ST, Ames, USA",42.05011223963888,-93.62586720306224
533215020,1638,300000,120,FV,68.0,4765,Pave,2,Lvl,3,Inside,2,Somerst,Norm,Norm,TwnhsE,1Story,9,5,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,3,2,PConc,4,3,3,6,1027.0,1,0.0,587.0,1614.0,GasA,4,Y,4,1638,0,0,1.0,0.0,2,0,2,1,4,5,7,1,3,Attchd,2000.0,3,2.0,495.0,3,3,2,230,68,0,0,0,0,0,0,7,2008,WD ,Normal,"2509 BRADFORD DR, Ames, USA",42.04659135169006,-93.64687694636557
526302120,1797,169000,20,RL,68.0,11765,Pave,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,302.0,2,2,CBlock,3,3,2,3,1127.0,1,0.0,490.0,1617.0,GasA,1,Y,4,1797,0,0,0.0,0.0,1,1,3,1,2,7,7,1,3,Attchd,1957.0,1,3.0,963.0,3,3,2,0,0,0,0,0,0,0,0,6,2006,WD ,Normal,"627 RIVER OAK DR, Ames, USA",42.05285252734815,-93.61867770937496
532378220,941,129200,20,RL,68.0,8789,Pave,2,Lvl,3,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,2,3,659.0,1,0.0,253.0,912.0,GasA,2,Y,4,941,0,0,0.0,0.0,1,0,3,1,2,6,7,1,1,Attchd,1967.0,1,1.0,288.0,3,3,2,64,0,0,0,0,0,0,0,6,2006,WD ,Normal,"1310 ALABAMA LN, Ames, USA",42.03476522873856,-93.67190502706886
907420110,1536,167000,60,RL,64.0,9045,Pave,2,Lvl,3,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,1,0.0,1,0.0,768.0,768.0,GasA,4,Y,4,768,768,0,0.0,0.0,2,1,3,1,3,6,7,0,0,Attchd,2005.0,3,2.0,400.0,3,3,2,0,40,0,0,0,0,0,0,6,2007,WD ,Normal,"908 POE AVE, Ames, USA",42.01458634071595,-93.6837257559237
527354100,1472,187500,80,RL,68.0,14115,Pave,3,Lvl,3,Inside,2,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,2,2,CBlock,4,3,3,6,1036.0,1,0.0,336.0,1372.0,GasA,2,Y,4,1472,0,0,1.0,0.0,2,0,3,1,2,6,7,2,3,Attchd,1980.0,1,2.0,588.0,3,3,2,233,48,0,0,0,0,0,0,6,2009,WD ,Normal,"1915 STEVENSON DR, Ames, USA",42.05291637350058,-93.6339819544364
535404080,816,129900,20,RL,73.0,7100,Pave,2,Lvl,3,Corner,2,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,6,708.0,1,0.0,108.0,816.0,GasA,2,Y,3,816,0,0,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1957.0,1,1.0,308.0,3,3,2,0,0,0,0,0,0,0,0,7,2006,WD ,Normal,"1603 CARROLL AVE, Ames, USA",42.039218,-93.609681
906223090,1949,236000,60,RL,80.0,9938,Pave,3,Lvl,3,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,3,2,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,GasA,4,Y,4,1062,887,0,1.0,0.0,2,1,3,1,3,8,7,1,3,Attchd,1993.0,3,2.0,574.0,3,3,2,156,90,0,0,0,0,4,0,6,2010,WD ,Normal,"1006 VERMONT CT, Ames, USA",42.03079004563383,-93.68199438769652
527450080,1365,125500,160,RM,24.0,2160,Pave,3,Lvl,3,Inside,2,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,2,2,CBlock,3,3,1,2,402.0,1,0.0,363.0,765.0,GasA,3,Y,4,765,600,0,0.0,0.0,1,1,3,1,3,7,6,1,2,Attchd,1973.0,1,2.0,440.0,3,3,2,0,36,0,0,0,0,0,0,6,2006,WD ,Normal,"1437 TRUMAN PL, Ames, USA",42.05260930263202,-93.62917921696383
905352030,2022,192000,60,RL,83.0,10005,Pave,3,Lvl,3,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,2,2,CBlock,4,3,1,4,392.0,1,0.0,768.0,1160.0,GasA,4,Y,4,1156,866,0,0.0,0.0,2,1,4,1,2,8,7,1,3,Attchd,1977.0,3,2.0,505.0,3,3,2,288,117,0,0,0,0,0,0,3,2008,WD ,Normal,"212 TRAIL RIDGE RD, Ames, USA",,
923275040,1110,165500,85,RL,68.0,9101,Pave,2,Lvl,3,Corner,2,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,2,3,PConc,4,3,3,6,1097.0,1,0.0,0.0,1097.0,GasA,4,Y,4,1110,0,0,1.0,0.0,1,0,1,1,3,4,7,1,3,Attchd,1978.0,3,2.0,602.0,3,3,2,303,30,0,0,0,0,0,0,7,2009,WD ,Normal,"521 ELY CIR, Ames, USA",41.988754497238666,-93.60495553528985
